93562,arachnid,1182461446.76797
120415,Kablizzy,1206794804.73716
109307,Kablizzy,1196237653.67193
5080,Kablizzy,1191867222.40757
18146,Kablizzy,1131861757.74541
18100,Kablizzy,1131862231.22532
18136,Kablizzy,1131862235.36937
11586,Kablizzy,1131862801.49308
6568,Kablizzy,1131862816.45612
13798,Kablizzy,1131864311.57493
16175,Kablizzy,1131864313.93214
16111,Kablizzy,1131864325.1607
5032,Kablizzy,1130557273.24926
4975,Kablizzy,1130557275.48624
4870,Kablizzy,1130557277.02614
4828,Kablizzy,1130557282.62712
12150,Kablizzy,1130557348.52269
1035,Kablizzy,1130320533.87725
16184,Kablizzy,1130130222.96341
70788,Kablizzy,1165314297.72709
70932,Kablizzy,1165403773.27798
13817,Kablizzy,1127021159.94118
6523,Kablizzy,1111532706.9487
4619,Kablizzy,1104172039.66776
4670,Kablizzy,1104366472.09997
4848,Kablizzy,1105272273.25889
5136,Kablizzy,1106582064.45807
5041,Kablizzy,1106217997.8532
3931,Kablizzy,1101070416.40387
2407,Kablizzy,1097128303.79711
7384,Kablizzy,1113917775.49257
9667,Kablizzy,1119667929.54896
4399,Kablizzy,1103008212.08662
9766,Kablizzy,1119861111.26195
9200,Kablizzy,1118785694.71587
4959,Kablizzy,1105823800.09783
7455,Kablizzy,1114102441.25979
7385,Kablizzy,1113918090.33804
1347,Kablizzy,1094378475.79153
8880,Kablizzy,1118207342.04979
8738,Kablizzy,1117958826.31823
8886,Kablizzy,1118210725.45713
7344,Kablizzy,1113831725.74928
4039,Kablizzy,1100506119.42906
9592,Kablizzy,1119555436.8493
14983,Kablizzy,1128733602.49714
10673,Kablizzy,1121655422.45604
10666,Kablizzy,1121641911.0156
10665,Kablizzy,1121641902.76006
735,Kablizzy,1091580546.41798
6093,Kablizzy,1109992079.64846
5164,Kablizzy,1106672506.04501
5235,Kablizzy,1106933827.2244
5436,Kablizzy,1107686997.00331
8025,Kablizzy,1116205910.99131
7960,Kablizzy,1115993019.51862
761,Kablizzy,1091752368.082
880,Kablizzy,1092260275.02856
7840,Kablizzy,1115593570.94566
972,Kablizzy,1092702009.04575
921,Kablizzy,1092435861.82588
720,Kablizzy,1091502026.77681
3516,Kablizzy,1099723441.55521
10446,Kablizzy,1121229043.24165
10435,Kablizzy,1121205030.11681
8229,Kablizzy,1116918126.22909
8228,Kablizzy,1116918097.85692
8227,Kablizzy,1116918060.68882
8226,Kablizzy,1116918033.34477
8225,Kablizzy,1116918004.22767
8102,Kablizzy,1116458237.44966
8099,Kablizzy,1116457423.85911
8098,Kablizzy,1116456885.13079
8097,Kablizzy,1116456574.81271
8026,Kablizzy,1116205984.94315
5520,Kablizzy,1107996628.59137
6092,Kablizzy,1109989397.04049
5774,Kablizzy,1108999055.01196
5693,Kablizzy,1108598895.09924
5886,Kablizzy,1109409154.53446
750,Kablizzy,1091689196.96799
70796,Kablizzy,1165314497.05194
70930,Kablizzy,1165403775.86401
11983,Kablizzy,1146038008.59274
70928,Kablizzy,1165403780.24824
46455,Kablizzy,1149925049.77662
46683,Kablizzy,1149921963.69562
46684,Kablizzy,1149921967.32628
46044,Kablizzy,1149922027.25291
46411,Kablizzy,1149925862.7484
4032,Kablizzy,1150789636.11549
6950,Kablizzy,1140681849.86322
5998,Kablizzy,1140681851.65672
5689,Kablizzy,1140681853.66517
46669,Kablizzy,1149922206.03995
6989,Kablizzy,1140940427.38823
46661,Kablizzy,1149922433.04111
31836,Kablizzy,1141461885.00434
